numero,descricao,situacao,estado_conservacao,campus.nome,valor_inicial,valor_liquido_contabil
215776,BARRILETE EM PVC RÍGIDO 100% PARA AGUA DESTILADA E REAGENTES QUIMICOS,ativo,bom,CAMPUS CAMPINA GRANDE,235.0,230.84
215777,"DENSIMETRO PARA OLEOS ,MINERAIS E DERIVADOS DE PETROLEO",ativo,bom,CAMPUS CAMPINA GRANDE,102.0,99.96
215778,"DENSIMETRO PARA OLEOS ,MINERAIS E DERIVADOS DE PETROLEO",ativo,bom,CAMPUS CAMPINA GRANDE,102.0,99.96
215779,"DENSIMETRO PARA OLEOS ,MINERAIS E DERIVADOS DE PETROLEO",ativo,bom,CAMPUS CAMPINA GRANDE,102.0,99.96
215783,BETONEIRA 120L MENEGOTTI PRIME,ativo,bom,CAMPUS CAMPINA GRANDE,1500.0,1455.0
215784,FORNO MUFLA DIGITAL MARCA ZEZIMAQ MODELO 2000F,ativo,bom,CAMPUS CAMPINA GRANDE,2200.0,2160.88
215785,BATEDEIRA PLANETÁRIA ARNO,ativo,bom,CAMPUS CAMPINA GRANDE,359.0,353.6
215786,BATEDEIRA PLANETÁRIA ARNO,ativo,bom,CAMPUS CAMPINA GRANDE,379.0,373.32
215787,BALANÇA DIGITAL DE PRECISÃO MARCA VIV,ativo,bom,CAMPUS CAMPINA GRANDE,51.9,50.86
215788,BALANÇA DIGITAL DE PRECISÃO MARCA VIV,ativo,bom,CAMPUS CAMPINA GRANDE,51.9,50.86
215789,Módulo RFID para impressora zebra ZT410,ativo,,REITORIA,10815.0,10166.12
215790,EDUCAÇÃO FISICA- FORMAÇÃO E REGULAMENTAÇÃO PROFISSIONAL.,pendente,,,41.0,41.0
215791,EDUCAÇÃO FISICA- FORMAÇÃO E REGULAMENTAÇÃO PROFISSIONAL.,pendente,,,41.0,41.0
215792,EDUCAÇÃO FISICA- FORMAÇÃO E REGULAMENTAÇÃO PROFISSIONAL.,pendente,,,41.0,41.0
215793,INGLÊS INSTRUMENTAL- MODULO I,pendente,,,53.9,53.9
215794,INGLÊS INSTRUMENTAL- MODULO I,pendente,,,53.9,53.9
215795,INGLÊS INSTRUMENTAL- MODULO I,pendente,,,53.9,53.9
215796,INGLÊS INSTRUMENTAL- MODULO I,pendente,,,53.9,53.9
215797,INGLÊS INSTRUMENTAL- MODULO I,pendente,,,53.9,53.9
215798,INGLÊS INSTRUMENTAL- MODULO I,pendente,,,53.9,53.9
215799,INGLÊS INSTRUMENTAL-MODULO II,pendente,,,56.2,56.2
215800,INGLÊS INSTRUMENTAL-MODULO II,pendente,,,56.2,56.2
215801,INGLÊS INSTRUMENTAL-MODULO II,pendente,,,56.2,56.2
215802,INGLÊS INSTRUMENTAL-MODULO II,pendente,,,56.2,56.2
215803,INGLÊS INSTRUMENTAL-MODULO II,pendente,,,56.2,56.2
215804,INGLÊS INSTRUMENTAL-MODULO II,pendente,,,56.2,56.2
215805,"TRANSFORMADOR DE DISTRIBUIÇÃO, TRIFÁSICO, POTENCIA NOMINAL 112,5 KVA, TENSÃO MAXIMA DE OPERAÇÃO, FREQUENCIA NOMINAL DE 60 HZ, MARCA ROMANGNOLE.",ativo,,CAMPUS SOUSA,8500.0,8245.0
215806,"MESA DIRETOR (ESTAÇÃO DE TRABALHO), 200 X 900 X 740MM.",ativo,,REITORIA,3980.0,3860.6
215807,"MESA DIRETOR (ESTAÇÃO DE TRABALHO), 200 X 900 X 740MM.",ativo,,REITORIA,3980.0,3860.6
215808,"MESA DIRETOR (ESTAÇÃO DE TRABALHO), 200 X 900 X 740MM.",ativo,,REITORIA,3980.0,3860.6
215809,"MESA DIRETOR (ESTAÇÃO DE TRABALHO), 200 X 900 X 740MM.",ativo,,REITORIA,3980.0,3860.6
215810,"MESA DIRETOR (ESTAÇÃO DE TRABALHO), 200 X 900 X 740MM.",ativo,,REITORIA,3980.0,3860.6
215811,"MESA EM L (ESTAÇÃO DE TRABALHO), 1400 X 1400 X 600 X 600 X 740 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215901",ativo,,REITORIA,980.0,950.6
215812,"MESA EM L (ESTAÇÃO DE TRABALHO), 1400 X 1400 X 600 X 600 X 740 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215902",ativo,,REITORIA,980.0,950.6
215813,"MESA EM L (ESTAÇÃO DE TRABALHO), 1400 X 1400 X 600 X 600 X 740 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215903",ativo,,REITORIA,980.0,950.6
215814,"MESA EM L (ESTAÇÃO DE TRABALHO), 1400 X 1400 X 600 X 600 X 740 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215904",ativo,,REITORIA,980.0,950.6
215815,"MESA EM L (ESTAÇÃO DE TRABALHO), 1400 X 1400 X 600 X 600 X 740 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215899",ativo,,REITORIA,980.0,950.6
215816,"MESA EM L (ESTAÇÃO DE TRABALHO), 1400 X 1400 X 600 X 600 X 740 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215900",ativo,,REITORIA,980.0,950.6
215817,"MESA EM L (ESTAÇÃO DE TRABALHO), 1400 X 1400 X 600 X 600 X 740 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215898",ativo,,REITORIA,980.0,950.6
215818,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,,CAMPUS SANTA RITA,890.0,863.32
215819,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,,REITORIA,890.0,863.32
215820,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,,CAMPUS ITABAIANA,890.0,863.32
215821,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,,REITORIA,890.0,863.32
215822,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,bom,CAMPUS ESPERANÇA,890.0,863.32
215823,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,,REITORIA,890.0,863.32
215824,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,,REITORIA,890.0,863.32
215825,"MESA EM L (ESTAÇÃO DE TRABALHO), 1200X 1200 X 600 X 600X 740.",ativo,,REITORIA,890.0,863.32
215826,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM.- ACOPLADA COM UM GAVETEIRO DE TOMBO 215810",ativo,,REITORIA,650.0,630.48
215827,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM. - ACOPLADA COM UM GAVETEIRO DE TOMBO 215911",ativo,,REITORIA,650.0,630.48
215828,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM. - ACOPLADA COM UM GAVETEIRO DE TOMBO 215912",ativo,,REITORIA,650.0,630.48
215829,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM.  - ACOPLADA COM UM GAVETEIRO DE TOMBO 215914",ativo,,REITORIA,650.0,630.48
215830,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM.  - ACOPLADA COM UM GAVETEIRO DE TOMBO 215916",ativo,,REITORIA,650.0,630.48
215831,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM.  - ACOPLADA COM UM GAVETEIRO DE TOMBO 215917",ativo,,REITORIA,650.0,630.48
215832,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM.  - ACOPLADA COM UM GAVETEIRO DE TOMBO 215915",ativo,,REITORIA,650.0,630.48
215833,"MESA RETA (ESTAÇÃO DE TRABALHO),1400X 600X 740MM. - ACOPLADA COM UM GAVETEIRO DE TOMBO 215913",ativo,,REITORIA,650.0,630.48
215834,"MESA RETA (ESTAÇÃO DE TRABALHO), 1200 x 600 x 740mm.",ativo,,REITORIA,590.0,572.32
215835,"MESA RETA (ESTAÇÃO DE TRABALHO), 1200 x 600 x 740mm.",ativo,,REITORIA,590.0,572.32
215836,MESA RETA 1.20 M -  ACOPLADA COM UM GAVETEIRO DE TOMBO 2158905,ativo,,REITORIA,590.0,572.32
215837,"MESA RETA (ESTAÇÃO DE TRABALHO), 1200 x 600 x 740mm.- ACOPLADA COM UM GAVETEIRO DE TOMBO 215909",ativo,,REITORIA,590.0,572.32
215838,MESA  RETA 1.20 M- ACOPLADA COM UM GAVETEIRO DE TOMBO 215906,ativo,,REITORIA,590.0,572.32
215839,"MESA RETA (ESTAÇÃO DE TRABALHO), 1200 x 600 x 740mm.- ACOPLADA COM UM GAVETEIRO DE TOMBO 215908",ativo,,REITORIA,590.0,572.32
215840,"MESA RETA (ESTAÇÃO DE TRABALHO), 1200 x 600 x 740mm.",ativo,,REITORIA,590.0,572.32
215841,"MESA  RETA 1.20 (ESTAÇÃO DE TRABALHO), 1.20 - ACOPLADA COM UM GAVETEIRO DE TOMBO 215907",ativo,,REITORIA,590.0,572.32
215842,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215843,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215844,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215845,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215846,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215847,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215848,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215849,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215850,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215851,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215852,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215853,"ARMÁRIO ALTO FECHADO, 800 X 500 X 160mm.",ativo,,REITORIA,1270.0,1231.88
215854,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,CAMPUS ITABAIANA,656.0,636.32
215855,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,CAMPUS SANTA RITA,656.0,636.32
215856,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,bom,CAMPUS ESPERANÇA,656.0,636.32
215857,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,REITORIA,656.0,636.32
215858,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,CAMPUS ITAPORANGA,656.0,636.32
215859,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,CAMPUS ITAPORANGA,656.0,636.32
215860,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,REITORIA,656.0,636.32
215861,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,REITORIA,656.0,636.32
215862,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,REITORIA,656.0,636.32
215863,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,REITORIA,656.0,636.32
215864,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,REITORIA,656.0,636.32
215865,"ARMÁRIO BAIXO FECHADO, 800 X 600 X 740MM.",ativo,,REITORIA,656.0,636.32
215866,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215867,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215868,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215869,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215870,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215871,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215872,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215873,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215874,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215875,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215876,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215877,"GAVETEIRO VOLANTE, 03 GAVETAS.",ativo,,REITORIA,588.0,570.36
215878,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,bom,CAMPUS ESPERANÇA,646.0,626.64
215879,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,CAMPUS SANTA RITA,646.0,626.64
215880,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215881,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,CAMPUS ITAPORANGA,646.0,626.64
215882,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215883,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215884,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215885,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215886,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215887,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215888,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215889,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215890,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215891,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215892,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215893,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215894,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,CAMPUS ITABAIANA,646.0,626.64
215895,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215896,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215897,"GAVETEIRO MÓDULO, 04 GAVETAS, 402 X 600 X 740MM.",ativo,,REITORIA,646.0,626.64
215898,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215817",ativo,,REITORIA,249.0,241.52
215899,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215815",ativo,,REITORIA,249.0,241.52
215900,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215816",ativo,,REITORIA,249.0,241.52
215901,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215811",ativo,,REITORIA,249.0,241.52
215902,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215812",ativo,,REITORIA,249.0,241.52
215903,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215813",ativo,,REITORIA,249.0,241.52
215904,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215814",ativo,,REITORIA,249.0,241.52
215905,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215836",ativo,,REITORIA,249.0,241.52
215906,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215838",ativo,,REITORIA,249.0,241.52
215907,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215841",ativo,,REITORIA,249.0,241.52
215908,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA  TOMBO; 215839",ativo,,REITORIA,249.0,241.52
215909,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA  TOMBO; 215837",ativo,,REITORIA,249.0,241.52
215910,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215826",ativo,,REITORIA,249.0,241.52
215911,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215827",ativo,,REITORIA,249.0,241.52
215912,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215828",ativo,,REITORIA,249.0,241.52
215913,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215833",ativo,,REITORIA,249.0,241.52
215914,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215829",ativo,,REITORIA,249.0,241.52
215915,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215832",ativo,,REITORIA,249.0,241.52
215916,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215830",ativo,,REITORIA,249.0,241.52
215917,"GAVETEIRO FIXO COM 02 GAVETAS, 402 X 440 x 292mm. ACOPLADO A MESA EM L TOMBO; 215831",ativo,,REITORIA,249.0,241.52
215919,LIVRO: ESCONDIDA: LIVRO 10 - CAST - 2013 - NOVO SÉCULO,ativo,bom,CAMPUS PATOS,39.9,38.58
215920,LIVRO: AÇO E ARQUITETURA - ESTUDO DE EDIFICAÇÕES NO BRASIL - DIAS - 2° EDIÇÃO - 2014 - ZIGURATE EDITORA,ativo,bom,CAMPUS PATOS,120.0,116.0
215921,LIVRO: BOX - O SEGUNDO SEXO - 2 VOLUMES (VOL. 1 - FATOS E MITOS) - BEAUVOIR - 1° EDIÇÃO - 2008 - EDITORA NOVA FRONTEIRA,ativo,bom,CAMPUS PATOS,69.95,67.63
215922,LIVRO: BOX - O SEGUNDO SEXO - 2 VOLUMES (VOL. 2 - A EXPERIÊNCIA VIVIDA) - BEAUVOIR - 1° EDIÇÃO - 2008 - EDITORA NOVA FRONTEIRA,ativo,bom,CAMPUS PATOS,69.95,67.63
215923,LIVRO: ESTRUTURA DE DADOS E TÉCNICAS DE PROGRAMAÇÃO - PIVA JUNIOR... [Et al] - 2014 - EDITORA ELSEVIER,ativo,bom,CAMPUS PATOS,130.0,125.68
215924,LIVRO: ESTRUTURA DE DADOS E TÉCNICAS DE PROGRAMAÇÃO - PIVA JUNIOR... [Et al] - 2014 - EDITORA ELSEVIER,ativo,bom,CAMPUS PATOS,130.0,125.68
215925,LIVRO: ESTRUTURA DE DADOS E TÉCNICAS DE PROGRAMAÇÃO - PIVA JUNIOR... [Et al] - 2014 - EDITORA ELSEVIER,ativo,bom,CAMPUS PATOS,130.0,125.68
215926,LIVRO: ESTRUTURA DE DADOS E TÉCNICAS DE PROGRAMAÇÃO - PIVA JUNIOR... [Et al] - 2014 - EDITORA ELSEVIER,ativo,bom,CAMPUS PATOS,130.0,125.68
215927,LIVRO: INTRODUÇÃO À ENGENHARIA DE ESTRUTURAS DE CONCRETO - FUSCO e ONISHI - 2017 - EDITORA CENGAGE,ativo,bom,CAMPUS PATOS,89.9,86.9
215928,LIVRO: INTRODUÇÃO À ENGENHARIA DE ESTRUTURAS DE CONCRETO - FUSCO e ONISHI - 2017 - EDITORA CENGAGE,ativo,bom,CAMPUS PATOS,89.9,86.9
215929,LIVRO: INTRODUÇÃO À ENGENHARIA DE ESTRUTURAS DE CONCRETO - FUSCO e ONISHI - 2017 - EDITORA CENGAGE,ativo,bom,CAMPUS PATOS,89.9,86.9
215930,LIVRO: INTRODUÇÃO À ENGENHARIA DE ESTRUTURAS DE CONCRETO - FUSCO e ONISHI - 2017 - EDITORA CENGAGE,ativo,bom,CAMPUS PATOS,89.9,86.9
215931,LIVRO: INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO - RAINER JR. e R. KELLY - 5ª EDIÇÃO - 2016 - EDITORA ELSEVIER,ativo,bom,CAMPUS PATOS,233.0,225.24
215932,LIVRO: INTRODUÇÃO A SISTEMAS DE INFORMAÇÃO - RAINER JR. e R. KELLY - 5ª EDIÇÃO - 2016 - EDITORA ELSEVIER,ativo,bom,CAMPUS PATOS,233.0,225.24
215933,LIVRO: MANIFESTO DO PARTIDO COMUNISTA - MARX e ENGELS - 2017 - L&PM,ativo,bom,CAMPUS PATOS,21.9,21.18
215934,LIVRO: POR UMA OUTRA GLOBALIZAÇÃO - SANTOS - 28ª EDIÇÃO - 2018 - EDITORA RECORD,ativo,bom,CAMPUS PATOS,52.9,51.14
215935,LIVRO: POR UMA OUTRA GLOBALIZAÇÃO - SANTOS - 28ª EDIÇÃO - 2018 - EDITORA RECORD,ativo,bom,CAMPUS PATOS,52.9,51.14
215936,LIVRO: POR UMA OUTRA GLOBALIZAÇÃO - SANTOS - 28ª EDIÇÃO - 2018 - EDITORA RECORD,ativo,bom,CAMPUS PATOS,52.9,51.14
215937,LIVRO: POR UMA OUTRA GLOBALIZAÇÃO - SANTOS - 28ª EDIÇÃO - 2018 - EDITORA RECORD,ativo,bom,CAMPUS PATOS,52.9,51.14
215938,"LIVRO: PROGRAMAÇÃO DE SISTEMAS EMBARCADOS - DESENVOLVENDO SOFTWARES PARA MICROCONTROLADORES EM LINGUAGEM C - ALMEIDA, MORAES e SERAPHIM - 2016 - EDITORA ELSEVIER",ativo,bom,CAMPUS PATOS,168.0,162.4
215939,"LIVRO: PROGRAMAÇÃO DE SISTEMAS EMBARCADOS - DESENVOLVENDO SOFTWARES PARA MICROCONTROLADORES EM LINGUAGEM C - ALMEIDA, MORAES e SERAPHIM - 2016 - EDITORA ELSEVIER",ativo,bom,CAMPUS PATOS,168.0,162.4
215940,"SISTEMA PARA ESTUDO EXPERIMENTAL DE ELETROELETRÔNICA, PAINEL ELETROELETRÔNICO CC e CA.",ativo,bom,CAMPUS CAMPINA GRANDE,2600.0,2522.0
215941,"SISTEMA PARA ESTUDO EXPERIMENTAL DE ELETROELETRÔNICA, PAINEL ELETROELETRÔNICO CC e CA.",ativo,bom,CAMPUS CAMPINA GRANDE,2600.0,2522.0
215942,"SISTEMA PARA ESTUDO EXPERIMENTAL DE ELETROELETRÔNICA, PAINEL ELETROELETRÔNICO CC e CA.",ativo,bom,CAMPUS CAMPINA GRANDE,2600.0,2522.0
215953,"Microscópio binocular estudar lab cor branca – modelo primo star. Marca Carl Zeiss ou equivalente ou de qualidade superior. Microscópio binocular com iluminação transmitida para campo claro: estativa robusta e base estabilizada de metal com construção ergonômica, com iluminação embutida na base, com 2 opções de iluminação, lâmpada halógena de 6v/30w e LED, controle de foco macrométrico e micrométrico bilateral, alça traseira para fácil manuseio ou transporte do equipamento ótica infinita platina mecânica móvel com superfície de alta resistência, com área de trabalho de 75 mm / 30 mm, com charriot do lado.",ativo,,CAMPUS ITABAIANA,5270.4,5176.72
215954,"Microscópio binocular estudar lab cor branca – modelo primo star. Marca Carl Zeiss ou equivalente ou de qualidade superior. Microscópio binocular com iluminação transmitida para campo claro: estativa robusta e base estabilizada de metal com construção ergonômica, com iluminação embutida na base, com 2 opções de iluminação, lâmpada halógena de 6v/30w e LED, controle de foco macrométrico e micrométrico bilateral, alça traseira para fácil manuseio ou transporte do equipamento ótica infinita platina mecânica móvel com superfície de alta resistência, com área de trabalho de 75 mm / 30 mm, com charriot do lado.",ativo,,CAMPUS ITABAIANA,5270.4,5176.72
215955,"Microscópio binocular estudar lab cor branca – modelo primo star. Marca Carl Zeiss ou equivalente ou de qualidade superior. Microscópio binocular com iluminação transmitida para campo claro: estativa robusta e base estabilizada de metal com construção ergonômica, com iluminação embutida na base, com 2 opções de iluminação, lâmpada halógena de 6v/30w e LED, controle de foco macrométrico e micrométrico bilateral, alça traseira para fácil manuseio ou transporte do equipamento ótica infinita platina mecânica móvel com superfície de alta resistência, com área de trabalho de 75 mm / 30 mm, com charriot do lado.",ativo,,CAMPUS ITABAIANA,5270.4,5176.72
215956,"AGITADOR ELETROMAGNÉTICO DE TAMISES (PENEIRAS), REDONDAS PARA ANÁLISES GRANULOMÉTRICAS.",pendente,,,6400.0,6400.0
215957,módulo KMM . equipamentos de entrada e saída de dados,pendente,,,6177.23,6177.23
215958,"OTOSCÓPIO CLÍNICO, MODELO MARK II, MARCA MEDICAL DEVICES (MD)",ativo,bom,CAMPUS PRINCESA ISABEL,607.15,596.35
215959,DESTILADOR DE ÁGUA EM INOX TIPO PILSEN 5L/H.,ativo,bom,CAMPUS CAMPINA GRANDE,1357.0,1332.88
215960,termômetro digital 50c +300c: 1c tipo espeto,pendente,,,80.0,80.0
215961,micropipeta vol variável 100-1000Ul- CRAL,pendente,,,180.0,180.0
215962,Micropipeta vol variável  20-200Ul,pendente,,,180.0,180.0
215963,Micropipeta vol variável  20-200Ul,pendente,,,180.0,180.0
215964,micropipeta vol variável de 2-20 Ul Cral,pendente,,,180.0,180.0
